,timestamp,datetime,seconds,minutes,input_rate,latency,task_name,throughput,lag,CPU_load,taskmanager,backpressure,idle_time,busy_time,task_parallelism_LatencySink,task_parallelism_SessionWindow,task_parallelism_Source__BidsSource____BidsTimestampAssigner
0,2022-12-19 15:38:20,2022-12-19 15:38:20,0,0.0,185619.58408666667,,,,,0.0462338025470622,18.0,,,,,,
1,2022-12-19 15:38:35,2022-12-19 15:38:35,15,0.25,737684.0136146666,11.805,LatencySink,0.0,,0.3564501031990736,30.0,0.0,0.0,,9.0,9.0,20.0
2,2022-12-19 15:38:50,2022-12-19 15:38:50,30,0.5,1294961.0210116666,22.741,LatencySink,0.0,53711062.0,0.58203562437502,30.0,258.0,0.2750666666666666,,10.0,10.0,20.0
3,2022-12-19 15:39:05,2022-12-19 15:39:05,45,0.75,1852001.3079701008,25.7889,LatencySink,4099.599999999999,62476849.0,0.5373793249151949,30.0,319.85714285714283,0.3538857142857143,,10.0,10.0,20.0
4,2022-12-19 15:39:20,2022-12-19 15:39:20,60,1.0,2209379.87972,28.887100000000004,LatencySink,10909.7,71640814.0,0.507642149378327,30.0,393.0,0.3748533333333333,,10.0,10.0,20.0
5,2022-12-19 15:39:35,2022-12-19 15:39:35,75,1.25,2192813.418181818,33.087900000000005,LatencySink,18452.23333333333,80599108.0,0.5309708046399821,30.0,471.08333333333337,0.41355,0.4482694444444445,10.0,10.0,20.0
6,2022-12-19 15:39:50,2022-12-19 15:39:50,90,1.5,2175251.8545454545,37.6587,LatencySink,24927.88333333333,92775585.0,0.4203123367489569,30.0,538.1666666666666,0.4244027777777777,0.4057472222222222,10.0,10.0,20.0
7,2022-12-19 15:40:05,2022-12-19 15:40:05,105,1.75,2157337.163636364,44.128,LatencySink,25836.183333333334,108360329.0,0.4498858570583578,30.0,629.75,0.4241222222222222,0.3743166666666667,10.0,10.0,20.0
8,2022-12-19 15:40:20,2022-12-19 15:40:20,120,2.0,2167324.1090909094,50.3475,LatencySink,24651.816666666666,124519540.0,0.4299249170959214,30.0,647.5833333333333,0.4343555555555555,0.3577972222222222,10.0,10.0,20.0
9,2022-12-19 15:40:35,2022-12-19 15:40:35,135,2.25,2179473.1090909094,,,,,0.1604024788559641,30.0,681.090909090909,0.4458115151515152,0.3362421212121212,,,
10,2022-12-19 15:40:50,2022-12-19 15:40:50,150,2.5,2194773.836363636,,,,,0.014074050210122,2.0,706.875,0.4591619047619047,0.3161178571428571,,,
11,2022-12-19 15:41:05,2022-12-19 15:41:05,165,2.75,2215264.145454545,,,,,0.0143810154682751,2.0,703.4,0.4599433333333332,0.3197016666666666,,,
12,2022-12-19 15:41:20,2022-12-19 15:41:20,180,3.0,2208090.963636364,101.64685714285714,LatencySink,2322.483333333333,246938224.0,0.7075746737233098,21.0,734.5,0.3398496732026143,0.478532679738562,1.0,13.0,14.0
13,2022-12-19 15:41:35,2022-12-19 15:41:35,195,3.25,2191944.8,107.47885714285714,LatencySink,10163.266666666666,261144172.0,0.8118127632005182,21.0,356.6666666666667,0.2480761904761905,0.6471619047619048,1.0,13.0,14.0
14,2022-12-19 15:41:50,2022-12-19 15:41:50,210,3.5,2174549.4545454546,114.02771428571428,LatencySink,17757.533333333333,273469277.0,0.8115083487940631,21.0,364.6666666666667,0.2623703703703703,0.6301296296296298,1.0,13.0,14.0
15,2022-12-19 15:42:05,2022-12-19 15:42:05,225,3.75,2152661.4727272727,121.66857142857144,LatencySink,24240.616666666665,284898349.0,0.7637820212971317,21.0,404.6666666666667,0.2636962481962483,0.615417748917749,1.0,13.0,14.0
16,2022-12-19 15:42:20,2022-12-19 15:42:20,240,4.0,2149994.290909091,123.04628571428572,LatencySink,29210.216666666667,296298470.0,0.7838148318020453,21.0,460.0,0.2808253968253968,0.5829642857142858,1.0,13.0,14.0
