,index,timestamp,input_rate,datetime,seconds,minutes,backpressure,busy_time,CPU_load,idle_time,lag,latency,taskmanager,throughput
0,4,2022-09-29 21:31:39,56785.821111327765,2022-09-29 21:31:39,0,0.0,0.0,0.0,0.9910490196078432,0.1145353535353535,2461254.0,12.9605,8.0,1063.9499999999998
1,5,2022-09-29 21:31:54,122370.00582939397,2022-09-29 21:31:54,15,0.25,50.0,0.0,0.998,0.2347353535353535,4572687.0,16.66475,8.0,38010.833333333336
2,6,2022-09-29 21:32:09,187764.03578969697,2022-09-29 21:32:09,30,0.5,71.25,0.0,0.9663465136054422,0.2719271885521885,4577955.0,2.242,8.0,148941.21666666667
3,7,2022-09-29 21:32:24,247739.45454545453,2022-09-29 21:32:24,45,0.75,53.63636363636363,0.0,0.7720497699079631,0.4043395562770562,4577955.0,0.019,8.0,233058.56666666665
4,8,2022-09-29 21:32:39,246489.7636363636,2022-09-29 21:32:39,60,1.0,49.25,0.3654791666666666,0.7117739095638255,0.6196458333333333,1771047.0,0.035125,8.0,292520.01666666666
5,9,2022-09-29 21:32:54,245319.8,2022-09-29 21:32:54,75,1.25,50.10000000000001,0.6498851576994435,0.7244799894392203,0.344043413729128,2859617.5,5.2492,13.0,0.0
6,10,2022-09-29 21:33:09,243308.6545454545,2022-09-29 21:33:09,90,1.5,86.0,0.6126310832025121,0.7996873450089257,0.3906601909994767,3948188.0,8.343,15.0,67978.88333333335
7,11,2022-09-29 21:33:24,241744.9636363636,2022-09-29 21:33:24,105,1.75,55.33333333333333,0.5122483516483518,0.6909099373082568,0.4872934065934066,3968342.0,1.041,15.0,146447.81666666665
8,12,2022-09-29 21:33:39,240253.95515838792,2022-09-29 21:33:39,120,2.0,46.888888888888886,0.4507645909645908,0.4396971631205673,0.5484390720390719,3968342.0,0.0096666666666666,15.0,216988.3333333333
9,13,2022-09-29 21:33:54,240115.87272727277,2022-09-29 21:33:54,135,2.25,35.166666666666664,0.2645462962962961,0.4429483486148082,0.7345296296296296,3968342.0,0.0058,15.0,276821.4
10,14,2022-09-29 21:34:09,239193.87272727268,2022-09-29 21:34:09,150,2.5,32.166666666666664,0.1172851851851852,0.3743280583402032,0.879661111111111,90174.0,0.0033333333333333,15.0,270031.48333333334
11,15,2022-09-29 21:34:24,238353.30909090905,2022-09-29 21:34:24,165,2.75,13.25,0.0592166666666666,0.3984866568849762,0.9399111111111113,91029.0,0.0069333333333333,15.0,249477.75
12,16,2022-09-29 21:34:39,241296.75569782328,2022-09-29 21:34:39,180,3.0,0.0,0.0450314814814814,0.3547188723243434,0.9549685185185184,33274.0,0.0088,15.0,241524.59999999995
13,17,2022-09-29 21:34:54,246647.58181818185,2022-09-29 21:34:54,195,3.25,0.0,0.0430055555555555,0.391587370600414,0.956994444444444,35625.0,0.0026666666666666,15.0,245665.9
14,18,2022-09-29 21:35:09,250925.7636363636,2022-09-29 21:35:09,210,3.5,0.0,0.0416611111111111,0.3317646258503401,0.9583388888888884,30027.0,0.0034,15.0,249637.58333333328
15,19,2022-09-29 21:35:24,254436.0,2022-09-29 21:35:24,225,3.75,0.0,0.0407666666666666,0.3358328798185941,0.9592333333333336,31726.0,0.0026666666666666,15.0,253289.4333333333
16,20,2022-09-29 21:35:39,250518.32727272727,2022-09-29 21:35:39,240,4.0,0.0,0.039924074074074,0.335571921522232,0.960075925925926,26478.0,0.0361333333333333,15.0,251886.31666666665
17,21,2022-09-29 21:35:54,247777.3818181818,2022-09-29 21:35:54,255,4.25,0.0,0.0389518518518518,0.3261305993792316,0.961048148148148,27645.0,0.0034,15.0,248203.71666666667
18,22,2022-09-29 21:36:09,243725.5818181818,2022-09-29 21:36:09,270,4.5,0.0,0.0381944444444444,0.3809807167207107,0.9618055555555556,17142.0,0.0043333333333333,15.0,244979.5666666667
19,23,2022-09-29 21:36:24,241145.85454545452,2022-09-29 21:36:24,285,4.75,0.0,0.0374037037037036,0.308048569918254,0.9625962962962964,18840.0,0.002,15.0,242445.88333333336
20,24,2022-09-29 21:36:39,240759.52361680192,2022-09-29 21:36:39,300,5.0,0.0,0.0370666666666666,0.3082111029302254,0.9629333333333334,12734.0,0.0019333333333333,15.0,240929.4333333333
21,25,2022-09-29 21:36:54,240747.1272727273,2022-09-29 21:36:54,315,5.25,0.0,0.0362907407407407,0.2974522518761847,0.9637092592592592,13272.0,0.0019999999999999,15.0,241332.5166666667
22,26,2022-09-29 21:37:09,240658.5818181818,2022-09-29 21:37:09,330,5.5,0.0,0.0359185185185185,0.2990853790157502,0.9640814814814814,8528.0,0.0028,15.0,240794.78333333333
