timestamp,__name__,value,task_name
1646574031,throughput,0,
1646574046,throughput,0,
1646574061,throughput,0,
1646574076,throughput,368.81666666666666,
1646574091,throughput,3674,
1646574106,throughput,7970.366666666667,
1646574121,throughput,11467.15,
1646574136,throughput,15044.300000000001,
1646574151,throughput,15317.966666666667,
1646574166,throughput,14463.8,
1646574181,throughput,14417.083333333336,
1646574196,throughput,13967.966666666667,
1646574211,throughput,0,
1646574226,throughput,2874.2,
1646574241,throughput,8117.9,
1646574256,throughput,11872.733333333332,
1646574271,throughput,15620.633333333333,
1646574286,throughput,16755.783333333333,
1646574301,throughput,15046.949999999999,
1646574316,throughput,14478.333333333334,
1646574331,throughput,14198.833333333332,
1646574346,throughput,1198.6833333333334,
1646574361,throughput,4921.8,
1646574376,throughput,10934,
1646574391,throughput,14709.066666666668,
1646574406,throughput,16981.15,
1646574421,throughput,16665.733333333334,
1646574436,throughput,14123.083333333332,
1646574451,throughput,13748.716666666667,
1646574466,throughput,13742.616666666667,
1646574481,throughput,13778.116666666667,
1646574496,throughput,13716.550000000001,
1646574511,throughput,13786.3,
1646574526,throughput,13751.816666666666,
1646574541,throughput,13731.183333333334,
1646574556,throughput,13758.266666666666,
1646574571,throughput,13741.8,
1646574586,throughput,13744.550000000001,
1646574601,throughput,13756.05,
1646574616,throughput,13727.633333333333,
1646574631,throughput,13761.383333333335,
1646574646,throughput,13759.816666666666,
1646574661,throughput,13757.283333333333,
1646574676,throughput,13769.783333333333,
1646574691,throughput,13723.433333333332,
1646574706,throughput,13724.350000000002,
1646574721,throughput,13763.883333333333,
1646574736,throughput,13643.066666666666,
1646574751,throughput,13473.800000000001,
1646574766,throughput,13278.466666666667,
1646574781,throughput,13099.966666666667,
1646574796,throughput,12920.35,
1646574811,throughput,0,
1646574826,throughput,4188.283333333333,
1646574841,throughput,7269.516666666667,
1646574856,throughput,10257.616666666667,
1646574871,throughput,13136.016666666666,
1646574886,throughput,11830.516666666666,
1646574901,throughput,11655.466666666667,
1646574916,throughput,11427.166666666668,
1646574931,throughput,11231.5,
1646574946,throughput,11071.216666666667,
1646574961,throughput,10827.4,
1646574976,throughput,10651.166666666666,
1646574991,throughput,10490.016666666666,
1646575006,throughput,10262.333333333334,
1646575021,throughput,10098.033333333333,
1646575036,throughput,9893.4,
1646575051,throughput,9688.966666666667,
1646575066,throughput,9475.616666666667,
1646575081,throughput,9287.133333333333,
1646575096,throughput,9112.05,
1646575111,throughput,8887.283333333333,
1646575126,throughput,8732.666666666668,
1646575141,throughput,8534.133333333333,
1646575156,throughput,8315.5,
1646575171,throughput,8132.016666666667,
1646575186,throughput,7932.983333333334,
1646575201,throughput,7764.65,
1646575216,throughput,7557.633333333333,
1646575231,throughput,7396.25,
1646575246,throughput,7205.916666666666,
1646575261,throughput,6975.116666666667,
1646575276,throughput,6852.450000000001,
1646575291,throughput,6664.799999999999,
1646575306,throughput,6488.166666666666,
1646575321,throughput,6329.266666666667,
1646575336,throughput,6120.9,
1646575351,throughput,5943.666666666667,
1646575366,throughput,5784,
1646575381,throughput,5644.383333333333,
1646575396,throughput,5470.216666666667,
1646575411,throughput,5330.533333333334,
1646575426,throughput,1919.25,
1646575441,throughput,1174.7,
1646575456,throughput,2656.0833333333335,
1646575471,throughput,3743.483333333333,
1646575486,throughput,4863.383333333333,
1646575501,throughput,4801.400000000001,
1646575516,throughput,4347.15,
1646575531,throughput,4249.366666666667,
1646575546,throughput,4104.416666666666,
1646575561,throughput,3963.416666666667,
1646575576,throughput,3851.733333333333,
1646575591,throughput,0,
1646575606,throughput,1838.9166666666665,
1646575621,throughput,2719.383333333333,
1646575636,throughput,3524.95,
1646575651,throughput,4321.983333333334,
1646575666,throughput,3270.5333333333333,
1646575681,throughput,3175.5666666666666,
1646575696,throughput,3104.366666666667,
1646575711,throughput,3020.833333333333,
1646575726,throughput,2956.4500000000003,
1646575741,throughput,2884.2000000000003,
1646575756,throughput,2829.366666666667,
1646575771,throughput,2787.6833333333334,
1646575786,throughput,0,
1646575801,throughput,979.6500000000001,
1646575816,throughput,1626.2333333333333,
1646575831,throughput,2264.4666666666667,
1646575846,throughput,2905.6499999999996,
1646575861,throughput,2542.2166666666667,
1646575876,throughput,2531.0666666666666,
1646575891,throughput,2519.383333333333,
1646575906,throughput,2504.95,
1646575921,throughput,2517.7333333333336,
1646575936,throughput,2509.633333333333,
1646575951,throughput,2516.05,
1646575966,throughput,2523.8333333333335,
1646575981,throughput,2525.333333333333,
1646575996,throughput,2566.15,
1646576011,throughput,2609,
1646576026,throughput,2638.4833333333336,
1646576041,throughput,2671.4666666666662,
1646576056,throughput,2711.383333333333,
1646576071,throughput,2751.25,
1646576086,throughput,2789.5833333333335,
1646576101,throughput,2844.55,
1646576116,throughput,2902.083333333333,
1646576131,throughput,2975.45,
1646576146,throughput,3059.55,
1646576161,throughput,3122.366666666667,
1646576176,throughput,3214.5333333333333,
1646576191,throughput,3303.6666666666665,
1646576206,throughput,3390.1833333333334,
1646576221,throughput,3483.15,
1646576236,throughput,3593.45,
1646576251,throughput,3691.55,
1646576266,throughput,3792.6000000000004,
1646576281,throughput,3912.05,
1646576296,throughput,4002.5,
1646576311,throughput,4136.266666666666,
1646576326,throughput,4267.433333333333,
1646576341,throughput,4388.133333333333,
1646576356,throughput,4534.15,
1646576371,throughput,4660.95,
1646576386,throughput,4801.35,
1646576401,throughput,4937.766666666666,
1646576416,throughput,5080.516666666666,
1646576431,throughput,5253.4,
1646576446,throughput,5395.183333333333,
1646576461,throughput,5546.9,
1646576476,throughput,5725.033333333333,
1646576491,throughput,5874.833333333334,
1646576506,throughput,6045.033333333333,
1646576521,throughput,6203.05,
1646576536,throughput,6375.733333333334,
1646576551,throughput,6546.633333333333,
1646576566,throughput,6734.200000000001,
1646576581,throughput,6901.3,
1646576596,throughput,7065.633333333333,
1646576611,throughput,7251.533333333333,
1646576626,throughput,7437.35,
1646576641,throughput,7624.333333333333,
1646576656,throughput,7818.266666666666,
1646576671,throughput,8016.883333333333,
1646576686,throughput,8206.916666666666,
1646576701,throughput,8400.9,
1646576716,throughput,8605.2,
1646576731,throughput,8808.533333333333,
1646576746,throughput,8971.983333333334,
1646576761,throughput,9156.783333333333,
1646576776,throughput,9274.45,
1646576791,throughput,9543.183333333334,
1646576806,throughput,9724.716666666667,
1646576821,throughput,9915.533333333333,
1646576836,throughput,10132.516666666666,
1646576851,throughput,10276.15,
1646576866,throughput,10477.3,
1646576881,throughput,0,
1646576896,throughput,403.9,
1646576911,throughput,1962.0666666666666,
1646576926,throughput,4250.833333333333,
1646576941,throughput,7409.766666666666,
1646576956,throughput,10868.966666666667,
1646576971,throughput,13062.716666666667,
1646576986,throughput,14523.783333333333,
1646577001,throughput,15427.466666666667,
1646577016,throughput,15876.766666666666,
1646577031,throughput,15898.416666666668,
1646577046,throughput,15896.766666666666,
1646577061,throughput,15086.866666666665,
1646577076,throughput,14147.966666666667,
1646577091,throughput,13852.983333333334,
1646577106,throughput,13516.066666666666,
1646577121,throughput,13707.383333333333,
1646577136,throughput,13894.633333333333,
1646577151,throughput,14011.4,
1646577166,throughput,14186.066666666666,
