timestamp,task_name,value
2022-12-19 18:04:14,LatencySink,0.0
2022-12-19 18:04:29,LatencySink,915.15
2022-12-19 18:04:44,LatencySink,7890.65
2022-12-19 18:04:59,LatencySink,14549.866666666667
2022-12-19 18:05:14,LatencySink,21599.86666666666
2022-12-19 18:05:29,LatencySink,27039.583333333336
2022-12-19 18:05:44,LatencySink,26656.749999999996
2022-12-19 18:05:59,LatencySink,25939.216666666664
2022-12-19 18:06:14,LatencySink,25033.033333333333
2022-12-19 18:06:29,LatencySink,24556.81666666667
2022-12-19 18:07:14,LatencySink,0.0
2022-12-19 18:07:29,LatencySink,4536.133333333333
2022-12-19 18:07:44,LatencySink,15471.883333333333
2022-12-19 18:07:59,LatencySink,27451.966666666667
2022-12-19 18:08:14,LatencySink,40665.01666666666
2022-12-19 18:08:29,LatencySink,49876.316666666666
2022-12-19 18:08:44,LatencySink,52847.21666666666
2022-12-19 18:09:44,LatencySink,630.3666666666667
2022-12-19 18:09:59,LatencySink,7977.75
2022-12-19 18:10:14,LatencySink,17490.133333333335
2022-12-19 18:10:29,LatencySink,28095.45
2022-12-19 18:10:44,LatencySink,37944.933333333334
2022-12-19 18:10:59,LatencySink,40329.416666666664
2022-12-19 18:11:14,LatencySink,42024.13333333333
2022-12-19 18:11:44,LatencySink,0.0
2022-12-19 18:11:59,LatencySink,15245.233333333334
2022-12-19 18:12:14,LatencySink,22566.916666666664
2022-12-19 18:12:29,LatencySink,30103.88333333333
2022-12-19 18:12:44,LatencySink,37338.96666666667
2022-12-19 18:12:59,LatencySink,29397.516666666666
2022-12-19 18:13:14,LatencySink,29491.199999999997
2022-12-19 18:13:29,LatencySink,28796.733333333334
2022-12-19 18:14:14,LatencySink,0.0
2022-12-19 18:14:29,LatencySink,14973.283333333333
2022-12-19 18:14:44,LatencySink,21142.783333333333
2022-12-19 18:14:59,LatencySink,27875.63333333333
2022-12-19 18:15:14,LatencySink,35349.75
2022-12-19 18:15:29,LatencySink,26928.833333333336
2022-12-19 18:15:44,LatencySink,27835.533333333333
2022-12-19 18:16:44,LatencySink,1584.0
2022-12-19 18:16:59,LatencySink,7886.433333333333
2022-12-19 18:17:14,LatencySink,15890.116666666667
2022-12-19 18:17:29,LatencySink,23476.283333333333
2022-12-19 18:17:44,LatencySink,58037.55
