timestamp,task_name,value
2022-12-19 15:38:35,LatencySink,0.0
2022-12-19 15:38:50,LatencySink,0.0
2022-12-19 15:39:05,LatencySink,4099.599999999999
2022-12-19 15:39:20,LatencySink,10909.699999999999
2022-12-19 15:39:35,LatencySink,18452.23333333333
2022-12-19 15:39:50,LatencySink,24927.88333333333
2022-12-19 15:40:05,LatencySink,25836.183333333338
2022-12-19 15:40:20,LatencySink,24651.816666666666
2022-12-19 15:41:20,LatencySink,2322.483333333333
2022-12-19 15:41:35,LatencySink,10163.266666666666
2022-12-19 15:41:50,LatencySink,17757.533333333333
2022-12-19 15:42:05,LatencySink,24240.616666666665
2022-12-19 15:42:20,LatencySink,29210.216666666667
2022-12-19 15:42:35,LatencySink,28188.45
2022-12-19 15:42:50,LatencySink,26909.833333333332
2022-12-19 15:43:50,LatencySink,2060.3
2022-12-19 15:44:05,LatencySink,9495.416666666666
2022-12-19 15:44:20,LatencySink,19550.366666666665
2022-12-19 15:44:35,LatencySink,29309.133333333335
2022-12-19 15:44:50,LatencySink,35258.4
2022-12-19 15:45:05,LatencySink,38494.6
2022-12-19 15:45:20,LatencySink,36904.96666666667
2022-12-19 15:46:05,LatencySink,346.7
2022-12-19 15:46:20,LatencySink,2541.9666666666667
2022-12-19 15:46:35,LatencySink,14219.233333333334
2022-12-19 15:46:50,LatencySink,24985.433333333334
2022-12-19 15:47:05,LatencySink,38206.6
2022-12-19 15:47:20,LatencySink,50065.5
2022-12-19 15:47:35,LatencySink,48665.166666666664
2022-12-19 15:48:20,LatencySink,0.0
2022-12-19 15:48:35,LatencySink,3360.633333333333
2022-12-19 15:48:50,LatencySink,14159.75
2022-12-19 15:49:05,LatencySink,23972.433333333334
2022-12-19 15:49:20,LatencySink,32639.616666666665
2022-12-19 15:49:35,LatencySink,48376.35
2022-12-19 15:49:50,LatencySink,74946.48333333334
2022-12-19 15:50:50,LatencySink,1659.65
2022-12-19 15:51:05,LatencySink,10927.7
2022-12-19 15:51:20,LatencySink,24643.166666666668
2022-12-19 15:51:35,LatencySink,42034.51666666667
2022-12-19 15:51:50,LatencySink,55034.61666666667
2022-12-19 15:52:05,LatencySink,66258.45
2022-12-19 15:52:20,LatencySink,68800.78333333334
2022-12-19 15:53:20,LatencySink,4033.8
2022-12-19 15:53:35,LatencySink,19406.783333333333
2022-12-19 15:53:50,LatencySink,37030.583333333336
2022-12-19 15:54:05,LatencySink,52275.15
2022-12-19 15:54:20,LatencySink,60778.416666666664
2022-12-19 15:54:35,LatencySink,58188.51666666667
2022-12-19 15:55:35,LatencySink,0.0
2022-12-19 15:55:50,LatencySink,10661.433333333332
2022-12-19 15:56:05,LatencySink,22878.566666666666
2022-12-19 15:56:20,LatencySink,39231.71666666667
2022-12-19 15:56:35,LatencySink,55705.4
2022-12-19 15:56:50,LatencySink,62548.083333333336
2022-12-19 15:57:05,LatencySink,68280.4
2022-12-19 15:58:05,LatencySink,302.76666666666665
2022-12-19 15:58:20,LatencySink,15590.033333333333
2022-12-19 15:58:35,LatencySink,32207.566666666666
2022-12-19 15:58:50,LatencySink,50273.15
2022-12-19 15:59:05,LatencySink,70088.66666666667
2022-12-19 15:59:20,LatencySink,74017.21666666666
2022-12-19 15:59:35,LatencySink,77079.45
2022-12-19 15:59:50,LatencySink,77062.43333333333
2022-12-19 16:00:05,LatencySink,60384.933333333334
2022-12-19 16:00:20,LatencySink,44615.2
2022-12-19 16:00:35,LatencySink,28052.633333333335
2022-12-19 16:00:50,LatencySink,12486.766666666666
2022-12-19 16:01:05,LatencySink,11521.966666666667
2022-12-19 16:01:20,LatencySink,10567.833333333334
2022-12-19 16:01:35,LatencySink,10041.633333333333
2022-12-19 16:01:50,LatencySink,10271.05
2022-12-19 16:02:05,LatencySink,10531.683333333332
2022-12-19 16:02:20,LatencySink,10762.966666666667
2022-12-19 16:03:05,LatencySink,2318.3333333333335
2022-12-19 16:03:20,LatencySink,9050.433333333332
2022-12-19 16:03:35,LatencySink,11311.983333333334
2022-12-19 16:03:50,LatencySink,13474.566666666668
2022-12-19 16:04:05,LatencySink,13284.9
2022-12-19 16:04:20,LatencySink,8726.15
2022-12-19 16:04:35,LatencySink,8243.616666666667
2022-12-19 16:05:20,LatencySink,0.0
2022-12-19 16:05:35,LatencySink,4283.916666666667
2022-12-19 16:05:50,LatencySink,5424.483333333334
2022-12-19 16:06:05,LatencySink,6561.433333333333
2022-12-19 16:06:20,LatencySink,7677.366666666667
2022-12-19 16:06:35,LatencySink,4546.116666666667
2022-12-19 16:06:50,LatencySink,4555.883333333333
2022-12-19 16:07:50,LatencySink,1426.7
2022-12-19 16:08:05,LatencySink,4009.9166666666665
2022-12-19 16:08:20,LatencySink,5027.283333333334
2022-12-19 16:08:35,LatencySink,5932.733333333334
2022-12-19 16:08:50,LatencySink,5275.333333333333
2022-12-19 16:09:05,LatencySink,3470.45
2022-12-19 16:09:20,LatencySink,3230.85
2022-12-19 16:10:05,LatencySink,0.0
2022-12-19 16:10:20,LatencySink,4050.866666666667
2022-12-19 16:10:35,LatencySink,5718.466666666666
2022-12-19 16:10:50,LatencySink,7122.783333333334
2022-12-19 16:11:05,LatencySink,8540.6
2022-12-19 16:11:20,LatencySink,5911.466666666666
2022-12-19 16:11:35,LatencySink,5496.1
2022-12-19 16:11:50,LatencySink,5114.916666666667
2022-12-19 16:12:05,LatencySink,4709.0
2022-12-19 16:13:05,LatencySink,509.5
2022-12-19 16:13:20,LatencySink,3289.85
2022-12-19 16:13:35,LatencySink,6054.816666666667
2022-12-19 16:13:50,LatencySink,8576.583333333334
2022-12-19 16:14:05,LatencySink,10974.066666666668
2022-12-19 16:14:20,LatencySink,11221.9
2022-12-19 16:14:35,LatencySink,10565.65
2022-12-19 16:15:20,LatencySink,157.7
2022-12-19 16:15:35,LatencySink,2315.0
2022-12-19 16:15:50,LatencySink,5161.666666666667
2022-12-19 16:16:05,LatencySink,8385.483333333334
2022-12-19 16:16:20,LatencySink,11502.95
2022-12-19 16:16:35,LatencySink,12864.8
2022-12-19 16:16:50,LatencySink,13450.85
2022-12-19 16:17:35,LatencySink,0.0
2022-12-19 16:17:50,LatencySink,1948.5666666666666
2022-12-19 16:18:05,LatencySink,7618.233333333334
2022-12-19 16:18:20,LatencySink,12097.3
2022-12-19 16:18:35,LatencySink,16849.733333333334
2022-12-19 16:18:50,LatencySink,19018.383333333335
2022-12-19 16:19:05,LatencySink,17624.466666666667
2022-12-19 16:20:05,LatencySink,0.0
2022-12-19 16:20:20,LatencySink,4749.35
2022-12-19 16:20:35,LatencySink,10597.916666666666
2022-12-19 16:20:50,LatencySink,15919.45
2022-12-19 16:21:05,LatencySink,22914.583333333332
2022-12-19 16:21:20,LatencySink,23136.1
2022-12-19 16:21:35,LatencySink,21651.666666666668
2022-12-19 16:22:20,LatencySink,0.0
2022-12-19 16:22:35,LatencySink,4012.2166666666667
2022-12-19 16:22:50,LatencySink,9944.116666666667
2022-12-19 16:23:05,LatencySink,16727.433333333334
2022-12-19 16:23:20,LatencySink,22318.166666666668
2022-12-19 16:23:35,LatencySink,23958.45
2022-12-19 16:23:50,LatencySink,23399.433333333334
2022-12-19 16:24:50,LatencySink,966.9833333333333
2022-12-19 16:25:05,LatencySink,5199.216666666666
2022-12-19 16:25:20,LatencySink,9867.45
2022-12-19 16:25:35,LatencySink,15709.816666666668
2022-12-19 16:25:50,LatencySink,19744.183333333334
2022-12-19 16:26:05,LatencySink,20499.766666666666
2022-12-19 16:26:20,LatencySink,21153.883333333335
2022-12-19 16:27:05,LatencySink,0.0
2022-12-19 16:27:20,LatencySink,1976.4833333333333
2022-12-19 16:27:35,LatencySink,6847.483333333334
2022-12-19 16:27:50,LatencySink,12842.45
2022-12-19 16:28:05,LatencySink,18993.3
2022-12-19 16:28:20,LatencySink,22522.016666666666
2022-12-19 16:28:35,LatencySink,21947.483333333334
2022-12-19 16:29:20,LatencySink,72.31666666666666
2022-12-19 16:29:35,LatencySink,986.0
2022-12-19 16:29:50,LatencySink,7065.2
2022-12-19 16:30:05,LatencySink,13085.733333333334
2022-12-19 16:30:20,LatencySink,19775.866666666665
2022-12-19 16:30:35,LatencySink,29060.25
2022-12-19 16:30:50,LatencySink,30716.166666666668
2022-12-19 16:31:05,LatencySink,33117.0
2022-12-19 16:31:50,LatencySink,0.0
2022-12-19 16:32:05,LatencySink,996.0
2022-12-19 16:32:20,LatencySink,6240.766666666666
2022-12-19 16:32:35,LatencySink,14402.85
2022-12-19 16:32:50,LatencySink,22329.466666666667
2022-12-19 16:33:05,LatencySink,29038.016666666666
2022-12-19 16:33:20,LatencySink,29464.166666666668
2022-12-19 16:33:35,LatencySink,27596.816666666666
2022-12-19 16:34:20,LatencySink,0.0
2022-12-19 16:34:35,LatencySink,4458.4
2022-12-19 16:34:50,LatencySink,38536.11666666667
2022-12-19 16:35:05,LatencySink,46993.333333333336
2022-12-19 16:35:20,LatencySink,55107.21666666667
2022-12-19 16:35:35,LatencySink,63246.333333333336
2022-12-19 16:35:50,LatencySink,37153.53333333333
2022-12-19 16:36:50,LatencySink,4332.116666666667
2022-12-19 16:37:05,LatencySink,16504.25
2022-12-19 16:37:20,LatencySink,49232.55
2022-12-19 16:37:35,LatencySink,60952.21666666667
2022-12-19 16:37:50,LatencySink,65330.96666666667
2022-12-19 16:38:05,LatencySink,61929.21666666667
2022-12-19 16:38:20,LatencySink,36238.683333333334
2022-12-19 16:39:05,LatencySink,0.0
2022-12-19 16:39:20,LatencySink,13249.116666666667
2022-12-19 16:39:35,LatencySink,41606.55
2022-12-19 16:39:50,LatencySink,66031.48333333334
2022-12-19 16:40:05,LatencySink,77320.98333333334
2022-12-19 16:40:20,LatencySink,81154.05
2022-12-19 16:40:35,LatencySink,62603.23333333333
2022-12-19 16:41:20,LatencySink,0.0
2022-12-19 16:41:35,LatencySink,10208.75
2022-12-19 16:41:50,LatencySink,26958.133333333335
2022-12-19 16:42:05,LatencySink,41830.35
2022-12-19 16:42:20,LatencySink,70672.18333333333
2022-12-19 16:42:35,LatencySink,70336.0
2022-12-19 16:42:50,LatencySink,64668.13333333333
2022-12-19 16:43:50,LatencySink,17463.783333333333
2022-12-19 16:44:05,LatencySink,30758.55
2022-12-19 16:44:20,LatencySink,40986.03333333333
2022-12-19 16:44:35,LatencySink,54261.85
2022-12-19 16:44:50,LatencySink,70825.48333333334
2022-12-19 16:45:05,LatencySink,71707.85
2022-12-19 16:45:20,LatencySink,76331.03333333334
2022-12-19 16:46:05,LatencySink,0.0
2022-12-19 16:46:20,LatencySink,11233.583333333334
2022-12-19 16:46:35,LatencySink,27079.483333333334
2022-12-19 16:46:50,LatencySink,46561.4
2022-12-19 16:47:05,LatencySink,59658.933333333334
2022-12-19 16:47:20,LatencySink,59657.083333333336
2022-12-19 16:47:35,LatencySink,57894.55
2022-12-19 16:48:35,LatencySink,0.0
2022-12-19 16:48:50,LatencySink,12524.65
2022-12-19 16:49:05,LatencySink,26164.1
2022-12-19 16:49:20,LatencySink,39951.11666666667
2022-12-19 16:49:35,LatencySink,53140.95
2022-12-19 16:49:50,LatencySink,54757.21666666667
2022-12-19 16:50:05,LatencySink,62230.433333333334
2022-12-19 16:50:20,LatencySink,68926.85
2022-12-19 16:51:05,LatencySink,0.0
2022-12-19 16:51:20,LatencySink,4256.15
2022-12-19 16:51:35,LatencySink,13840.433333333332
